"id","district_id","city"
1299,159,Cheedikada
1300,259,Cheepurupalle
1301,96,Chegunta
1302,426,Chehra Kalan
1303,100,Chejerla
1304,11,Chen
1305,388,Chenani
1306,77,Chenari
1307,284,Chenga
1308,537,Chengalpattu
1309,193,Chengam
1310,128,Chengannur
1311,538,Chennaraopet
1312,36,Chennekothapalle
1313,233,Chennur
1314,412,Chennur
1315,130,Cheranmahadevi
1316,254,Cheria Bariarpur
1317,72,Cherial
1318,99,Cherla
1319,128,Cherthala
1320,25,Cherukupalle H/O Arumbaka
1321,539,Chessore
1322,377,Chetam Peer Yapu Circle
1323,540,Chetheba
1324,41,Chetlat
1325,193,Chetpet
1326,7,Chevella
1327,198,Chewara
1328,193,Cheyyar
1329,537,Cheyyur
1330,182,Chhabra
1331,463,Chhachhrauli
1332,541,CHHAL
1333,369,Chhapara
1334,542,Chhata
1335,389,Chhatapur
1336,309,Chhatargarh
1337,476,Chhatarpur
1338,256,Chhatarpur
1339,256,Chhatarpur Nagar
1340,351,Chhatna
1341,201,CHHATRAPUR
1342,244,Chhatri
1343,231,Chhatroo
1344,488,Chhaygaon
1345,185,Chhendipada
1346,543,Chhibramau
1347,544,Chhindgarh
1348,119,Chhindwara
1349,119,Chhindwara Nagar
1350,182,Chhipabarod
1351,254,Chhorahi
1352,482,Chhota Udaipur
1353,545,Chhotedongar
1354,206,Chhoti Sadri
1355,5,CHHOTI SARWAN
1356,546,Chhuikhadan
1357,147,Chhura
1358,547,Chhuriya
1359,145,Chicholi
1360,454,Chidambaram
1361,496,Chiephobozou
1362,548,Chigurumamidi
1363,13,Chikhaldara
1364,218,Chikhali
1365,354,Chikhli
1366,500,Chikhli
1367,281,Chikkaballapura
1368,61,Chikkamagaluru
1369,549,Chiknayakanhalli
1370,230,Chikodi
1371,113,Chilakaluripet H/O.Purushotha Patnam
1372,36,Chilamathur
1373,550,CHILIVAI PHAIBUNG
1374,166,Chilkur
1375,318,Chillakur
1376,220,Chilly Pingal
1377,96,Chilpched
1378,253,Chilpur
1379,197,Chimakurthi
1380,329,Chimur
1381,25,Chinaganjam
1382,35,Chincholi
1383,551,Chingai
1384,530,Chingmei
1385,368,Chinia
1386,24,Chinnachintakunta
1387,318,Chinnagottigallu
1388,404,Chinnagudur
1389,72,Chinnakodur
1390,481,Chinnamandem
1391,114,Chinnambavi
1392,552,Chinnasalem
1393,446,Chinour
1394,192,Chinsurah - Magra
1395,216,Chintalamanepally
1396,44,Chintalapudi
1397,281,Chintamani
1398,26,Chintapalle
1399,491,Chinthakani
1400,233,Chinthakommadinne
1401,166,Chinthalapalem
1402,21,ChinthaPally
1403,26,Chintur
1404,382,Chinyali Saur
1405,553,Chiplun
1406,33,Chippagiri
1407,19,Chiraia
1408,25,Chirala
1409,220,Chiralla
1410,477,Chirawa
1411,554,Chirayinkeezhu
1412,534,Chirgaon
1413,437,Chirmiri
1414,238,CHITAGUPPA
1415,50,Chitalwana
1416,555,Chitarpur
1417,515,Chitradurga
1418,366,Chitragam
1419,556,Chitrakonda
1420,557,Chitrangi
1421,318,Chittamur
1422,35,Chittapur
1423,378,Chittaurgarh
1424,304,Chittoor
1425,85,Chittur
1426,481,Chitvel
1427,452,Chityal
1428,21,Chityal
1429,166,Chivemla
1430,540,Chizami
1431,159,Chodavaram
1432,380,Chohtan
1433,285,Chokpot
1434,3,Chomu
1435,558,Chongkham EAC
1436,112,Chopda
1437,548,Choppadandi
1438,559,Chopra
1439,16,Chorasi
1440,560,Chotila
1441,226,Choudwar
1442,23,Choutuppal
1443,359,Chowdapur
1444,304,Chowdepalle
1445,69,Chowki Choura
1446,139,Chowtakur
1447,540,Chozuba
1448,104,Chuchuyimlang
1449,560,Chuda
1450,56,Chukitong
1451,561,Chumukedima
1452,562,Chunar
1453,99,Chunchupalli
1454,563,Chungthang
1455,564,CHUNLIKHA
1456,565,Churachandpur
1457,429,Churah
1458,374,Churchu
1459,296,Churhat
1460,432,Churu
1461,446,City center
1462,566,Civil Lines
1463,158,Coimbatore North
1464,158,Coimbatore South
1465,185,Colliery
1466,567,Colonelganj
1467,424,Contai - I
1468,424,Contai - III
1469,568,COOCHBEHAR I
1470,568,Cooch Behar - II
1471,569,Coonoor
1472,226,C.R.R.I.
1473,454,Cuddalore
1474,197,Cumbum
1475,226,Cuttack (M.Corp.) P.S
1476,226,Cuttack Sadar
1477,570,Dabhoi
1478,22,Dabhra
1479,521,Dabugan
1480,571,Dabwali
1481,113,Dachepalle
1482,231,Dachhan
1483,572,Dadahu
1484,494,Dadam Circle
1485,79,Dadasiba
1486,396,Dadenggiri
1487,374,Dadi
1488,573,Dadra & Nagar Haveli
1489,266,Dadri
1490,574,Dadri
1491,100,Dagadarthi
1492,151,Dagarua
1493,575,Dahanu
1494,216,Dahegoan
1495,273,Dahi
1496,401,Dahina ST
1497,160,Daitari
1498,318,Dakkili
1499,576,Dalgaon (Pt)
1500,429,Dalhousie
1501,577,Dalmau
1502,434,Daloda
1503,206,Dalot
1504,456,Dalsinghsarai
1505,396,Dalu
1506,578,Daman
1507,579,Damargidda
1508,580,Dambo Rongjeng
1509,176,Dambuen Circle
1510,581,Dambuk ADC
1511,228,Damera
1512,21,Dameracherla
1513,582,DAMIN CIRCLE
1514,99,Dammapeta
1515,399,Damoh
1516,341,Damonjodi
1517,368,Danda
1518,368,Dandai
1519,254,Dandari
1520,180,DANDELI
1521,412,Dandepally
1522,137,Dandkhora
1523,365,Dangarpora
1524,365,Danghiwacha
1525,486,Dangtal Revenue Circle
1526,229,Daniawan
1527,69,Dansal
1528,144,Danta
1529,524,Dantan - I
1530,524,Dantan - II
1531,583,Danta Ramgarh
1532,262,Dantewada
1533,404,Danthalapalle
1534,144,Dantiwada
1535,399,Danyantinagar
1536,553,Dapoli
1537,377,Daporijo Hq
1538,2,Darak Circle
1539,170,Darauli
1540,170,Daraundha
1541,311,Darbha
1542,92,Darbhanga
1543,79,Dareeni
1544,418,Darhal
1545,149,Dariapur
1546,135,Darima
1547,323,Daringbadi
1548,391,Daring Circle
1549,584,Darjeeling Pulbazar
1550,202,Darlaghat
1551,52,Darlawn
1552,59,DARRI
1553,197,Darsi
1554,374,Daru
1555,205,Darwha
1556,13,Daryapur
1557,560,Dasada
1558,341,Dasamantapur
1559,349,Dasapalla
1560,213,Daskroi
1561,524,Daspur - I
1562,524,Daspur - II
1563,390,Dasturabad
1564,585,Dasua
1565,469,Dataganj
1566,275,Datia
1567,275,Datia Nagar
1568,259,Dattirajeru
1569,241,Daudnagar
1570,121,Daulatpur Chowk
1571,132,Daund
1572,331,DAURAKOCHALI
1573,342,Dausa
1574,527,Davanagere
1575,77,Dawath
1576,268,Dayalpur ST
1577,379,Debagarh
1578,188,Debai
1579,337,DEBEYAR CO CIRCLE
1580,524,Debra
1581,4,Dechu
1582,586,Dediapada
1583,587,DEED CIRCLE
1584,403,Deeg
1585,144,Deesa
1586,588,Defence Colony
1587,589,Degana
1588,138,Deganga
1589,196,Deglur
1590,589,Deh
1591,534,Deha
1592,244,Dehar
1593,590,Dehgam
1594,513,Dehradun
1595,77,Dehri
1596,221,Delanga
1597,12,Deldar
1598,519,Delhi Cantonment
1599,140,Delwara
1600,396,Demdema
1601,44,Denduluru
1602,259,Denkada
1603,169,Denkanikottai
1604,591,Dentam
1605,241,Deo
1606,408,Deoband
1607,147,Deobhog
1608,144,Deodar
1609,140,Deogarh
1610,592,Deoghar
1611,289,Deola
1612,500,Deolgaon Raja
1613,593,Deoli
1614,210,Deoli
1615,494,Deomali ADC
1616,48,Deoni
1617,142,Deori
1618,291,Deori
1619,339,Deori
1620,267,Deori
1621,371,Deoria
1622,557,Deosar
1623,443,Depalpur
1624,397,Dera Baba Nanak
1625,594,Dera Bassi
1626,1,Derabish
1627,79,Dera Gopipur
1628,67,Derapur
1629,487,Dergaon
1630,46,Desaiganj (Vadasa)
1631,581,Desali Circle
1632,570,DESAR
1633,424,Deshopran
1634,426,Desri
1635,322,Desuri
1636,213,Detroj-Rampura
1637,595,Devadurga
1638,596,Devakottai
1639,345,Devalthal
1640,597,Devanahalli
1641,33,Devanakonda
1642,101,DEVARA HIPPARAGI
1643,24,Devarakadra
1644,21,Devarakonda
1645,159,Devarapalle
1646,168,Devarapalle
1647,253,Devaruppula
1648,57,Devendranagar
1649,598,Devgad
1650,599,Devgadbaria
1651,600,Devikulam
1652,26,Devipatnam
1653,592,Devipur
1654,414,Devkar
1655,321,Devprayag
1656,601,Devsar
1657,29,Dewal
1658,290,Dewas
1659,290,Dewas Nagar
1660,19,Dhaka
1661,459,Dhakuakhana (Pt-I)
1662,295,Dhalbhumgarh
1663,244,Dhalwan
1664,54,Dhama
1665,39,Dhamanagar
1666,13,Dhamangaon Railway
1667,39,Dhamara Marine
1668,151,Dhamdaha
1669,47,Dhamdha
1670,534,Dhami
1671,460,Dhampur
1672,409,Dhamtari
1673,380,Dhanaau
1674,229,Dhanarua
1675,321,Dhanaulti
1676,155,Dhanaura
1677,286,Dhanbad-Cum-Kenduadih-Cum-Jagata
1678,213,Dhandhuka
1679,602,Dhand ST
1680,144,Dhanera
1681,192,Dhaniakhali
1682,369,Dhanora
1683,46,Dhanora
1684,263,Dhanora
1685,599,Dhanpur
1686,561,Dhansiripar
1687,402,Dhansura
1688,54,Dhanupali
1689,579,Dhanwada
1690,291,Dhanwar
1691,273,Dhar
1692,201,DHARAKOTE
1693,480,Dharamgarh
1694,283,DHARAMKOT
1695,603,Dharampur
1696,273,Dharampuri
1697,112,Dharangaon
1698,246,Dharapuram
1699,505,Dharbandora
1700,345,Dharchula
1701,212,Dharhara
1702,420,Dhari
1703,153,Dhari
1704,206,Dhariawad
1705,604,Dhar Kalan
1706,196,Dharmabad
1707,605,Dharmanagar
1708,606,Dharmapuri
1709,406,Dharmapuri
1710,183,Dharmaram
1711,228,Dharmasagar
1712,255,Dharmasala
1713,36,Dharmavaram
1714,244,Dharmpur
1715,79,Dharmsala
1716,13,Dharni
1717,80,Dharoor
1718,203,Dharpally
1719,8,Dharsiwa
1720,343,Dharuadihi
1721,401,Dharuhera ST
1722,359,Dharur
1723,133,Dharur
1724,103,Dharwad
1725,429,Dharwala
1726,383,Dhatwal
1727,268,Dhauj ST
1728,607,DHAULANA
1729,102,Dhaulchhina
1730,375,Dhaulpur
1731,382,Dhauntari
1732,608,Dhaurahara
1733,531,Dhekiajuli (Pt)
1734,609,Dhemaji
1735,327,Dhenkanal Sadar
1736,277,Dhimarkheda
1737,610,Dhing
1738,79,Dhira
1739,165,D.Hirehal
1740,583,DHOD
1741,213,Dholera
1742,239,Dholi (Moraul)
1743,213,Dholka
1744,97,Dhone
1745,72,Dhoolmitta
1746,473,Dhoomakot
1747,611,Dhoraji
1748,380,DHORIMANNA
1749,601,D H Pora
1750,560,Dhrangadhra
1751,612,Dhrol
1752,37,Dhubri
1753,613,Dhule
1754,338,Dhupguri
1755,117,Dhuraiya
1756,441,Dhuri
1757,368,Dhurki
1758,39,Dhusuri
1759,102,Dhyari
1760,384,Diamond Harbour - I
1761,384,Diamond Harbour - II
1762,507,Dibrugarh East
1763,507,Dibrugarh West
1764,203,Dichpally
1765,345,Didihat
1766,589,Didwana
1767,201,DIGAPAHANDI
1768,293,Dighalbank
1769,149,Dighwara
1770,614,Diglipur
1771,615,Digod
1772,205,Digras
1773,390,Dilawarpur
1774,190,Dimapur Sadar
1775,143,Dimow
1776,397,Dinanagar
1777,229,Dinapur-Cum-Khagaul
1778,77,Dinara
1779,232,DindigulEast
1780,232,DindigulWest
1781,289,Dindori
1782,307,Dindori
1783,348,Dinga Amb
1784,568,Dinhata - I
1785,568,Dinhata - II
1786,616,Diphu
1787,59,Dipka
1788,320,Dirang ADC
1789,441,DIRBA
1790,617,Diskit
1791,250,Dispur
1792,618,Dissing Passo Circle
1793,619,Diu
1794,493,Diyun EAC
1795,120,Dobhi
1796,620,Doboka
1797,220,Doda
1798,598,Dodamarg
1799,597,Dodda Ballapur
1800,534,Dodra Kwar
1801,599,Dohad
1802,325,Doimukh SDO
1803,513,Doiwala
1804,251,Dolariya
1805,621,Dollungmukh Circle
1806,622,Dolvan
1807,359,Doma
1808,357,Domakonda
1809,356,Domariyaganj
1810,525,Domchanch
1811,156,Domjur
1812,410,Domkal
1813,197,Donakonda
1814,200,Dondi
1815,200,Dondi Luhara
1816,547,Dongargaon
1817,547,Dongargarh
1818,623,Donka
1819,624,Doom Dooma
1820,167,Dooru
1821,124,Doraguda
1822,318,Doravarisatram
1823,404,Dornakal
1824,197,Dornala
1825,97,Dornipadu
1826,292,Dotoma
1827,359,Doulathabad
1828,72,Doultabad
1829,218,Dowda
1830,231,Drabshalla
1831,625,Drass
1832,626,Drugmulla
1833,72,Dubbak
1834,490,Dubrajpur
1835,627,DUDHAN SADHAN
1836,628,Dudhi
1837,324,Dudhnai
1838,3,DUDU
1839,492,Dudunghar Circle
1840,73,Dug
1841,536,Duggirala
1842,538,Duggondi
1843,282,Dugnakuri
1844,121,Dulahar
1845,288,Duldula
1846,229,Dulhin Bazar
1847,555,Dulmi
1848,295,Dumaria
1849,120,Dumaria
1850,26,Dumbriguda
1851,629,Dumka
1852,99,Dummugudem
1853,377,Dumporijo ADC
1854,305,Dumra
1855,372,Dumraon
1856,291,Dumri
1857,87,Dumri
1858,630,Dumri Katsari
1859,382,Dunda
1860,218,Dungarpur
1861,378,Dungla
1862,471,Dunguripali
1863,593,Duni
1864,617,Durbuk
1865,47,Durg
1866,28,Durgawati
1867,113,Durgi
1868,181,Durgkondal
1869,100,Duttalur
1870,233,Duvvur
1871,102,Dwarahat
1872,44,Dwarakatirumala
1873,631,Dwarka
1874,563,Dzongu
1875,632,East Lungdar
1876,236,Edappadi
1877,113,Edlapadu
1878,286,EGARKUND
1879,81,Egmore
1880,424,Egra - I
1881,424,Egra - II
1882,529,Eidgah
1883,222,Ekangarsarai
1884,149,Ekma
1885,183,Eligaid
1886,228,Elkathurthy
1887,548,Ellandakunta
1888,571,Ellenabad
1889,44,Eluru
1890,56,Englan
1891,335,English Bazar
1892,491,Enkoor
1893,633,Eral
1894,112,Erandol
1895,634,Erki(Tamar II)
1896,635,Ernad
1897,184,Erode
1898,9,Ersama
1899,91,Etah
1900,176,Etalin
1901,46,Etapalli
1902,438,Etawah
1903,110,Etcherla
1904,45,Etmadpur
1905,633,Ettayapuram
1906,636,Eturunagaram
1907,461,Faizabad
1908,94,Falakata
1909,137,Falka
1910,384,Falta
1911,410,Farakka
1912,263,Farasgaon
1913,268,Faridabad
1914,637,Faridkot
1915,189,Faridpur
1916,361,Faridpur Durgapur
1917,7,Farooqnagar
1918,154,Farrukhabad
1919,276,Farrukhnagar
1920,288,Farsabahar
1921,349,Fategarh
1922,439,Fatehabad
1923,45,Fatehabad
1924,433,Fatehgarh
1925,397,Fatehgarh Churian
1926,148,Fatehgarh Sahib
1927,470,Fatehpur
1928,638,Fatehpur
1929,120,Fatehpur
1930,639,Fatehpur
1931,583,Fatehpur
1932,79,Fatehpur
1933,602,Fatehpur Pundri
1934,599,Fatepura
1935,229,Fatwah
1936,10,Fazilka
1937,640,Ferozepur Jhirka
1938,641,Ferrargunj
1939,642,Firozabad
1940,643,Firozpur
1941,194,Forbesganj
1942,601,Frisal
1943,235,Gabhana
1944,644,Gadag
1945,310,Gadarpur
1946,645,Gadarwara
1947,46,Gadchiroli
1948,386,Gadhada
1949,64,Gadhinglaj
1950,30,GADIGUDA
1951,544,GADIRAS
1952,221,Gadisagada
1953,97,Gadivemula
1954,380,Gadraroad
1955,80,Gadwal
1956,64,Gaganbawada
1957,121,Gagret
1958,239,Gaighat
1959,138,Gaighata
1960,267,Gairatganj
1961,29,Gairsain
1962,122,Gaisilet
1963,321,Gaja
1964,259,Gajapathinagaram
1965,644,GAJENDRAGAD
1966,161,Gajuwaka
1967,72,Gajwel
1968,481,Galiveedu
1969,218,Galiyakot
1970,383,Galore
1971,243,Galsi - I
1972,243,Galsi - II
1973,646,Galteshwar
1974,396,Gambegre
1975,485,Gambhiraopet
1976,218,Gamdi Ahada
1977,78,Gamharia
1978,76,Gampalagudem
1979,345,Ganai Gangoli
1980,44,Ganapavaram
1981,647,Ganaur
1982,546,GANDAI
1983,82,Gandarvakkottai
1984,24,Gandeed
1985,648,Gandepalle
1986,649,Ganderbal
1987,354,Gandevi
1988,291,Gandey
1989,357,Gandhari
1990,6,Gandhidham
1991,590,Gandhinagar
1992,650,Gandhi Nagar
1993,273,Gandhwani
1994,327,Gandia
1995,108,Gandimaisamma Dundigal
1996,7,Gandipet
1997,36,Gandlapenta
1998,548,Gangadhara
1999,304,Gangadhara Nellore
2000,5,Gangadtalai
2001,351,Gangajalghati
2002,651,Gangakhed
2003,427,GANGALOOR
2004,186,Ganganagar
2005,241,Gangapur
2006,336,Gangapur
2007,201,GANGAPUR
2008,404,Gangaram
2009,334,Gangarampur
2010,79,Gangath
2011,236,Gangavalli
2012,26,Gangavaram
2013,304,Gangavaram
2014,652,Gangawati
2015,73,Gangdhar
2016,345,Gangolihat
2017,378,Gangrar
2018,517,Gangte Circle
2019,653,Gangtok
2020,110,Ganguvarisigadam
2021,349,Gania
2022,201,GANJAM
2023,247,Gannavaram
2024,548,Ganneruvaram
2025,5,Ganoda
2026,259,Gantyada
2027,110,Gara
2028,20,Garabandha
2029,654,Garautha
2030,599,Garbada
2031,524,Garbeta - I
2032,524,Garbeta - II
2033,524,Garbeta - III
2034,339,Garhakota
2035,43,Garhani
2036,140,GARHBOR
2037,5,Garhi
2038,607,Garhmukteshwar
2039,254,Garhpura
2040,585,Garhshankar
2041,368,Garhwa
2042,440,Gariadhar
2043,166,GaridePally
2044,259,Garividi
2045,149,Garkha
2046,404,Garla
2047,165,Garladinne
2048,434,Garoth
2049,333,Garu
2050,282,Garud
2051,586,GARUDESHWAR
2052,326,Garugubilli
2053,285,Gasuapara
2054,278,Gaunaha
2055,268,Gaunchi ST
2056,281,Gauribidanur
2057,141,Gauriganj
2058,256,Gaurihar
2059,37,GAURIPUR
2060,574,Gautam Buddha Nagar
2061,291,Gawan
2062,120,Gaya Town C.D.Block
2063,335,Gazole
2064,538,Geesugonda
2065,655,Geku EAC
2066,655,Gelling Circle
2067,656,Gensi EAC
2068,133,Georai
2069,621,Gepen Circle
2070,29,Ghaat
2071,258,Ghagarbeda
2072,87,Ghaghra
2073,376,Ghagwal
2074,78,Ghailarh
2075,121,Ghanari
2076,657,Ghanghata
2077,114,Ghanpur
2078,452,Ghanpur (Mulug)
2079,253,Ghanpur (Station)
2080,321,Ghansali
2081,369,Ghansaur
2082,123,Ghansawangi
2083,92,Ghanshyampur
2084,247,Ghantasala
2085,4,Ghantiyali
2086,219,Gharaunda
2087,541,Gharghoda
2088,186,Gharsana
2089,160,Ghasipura
2090,524,Ghatal
2091,467,Ghatampur
2092,205,Ghatanji
2093,160,Ghatgaon
2094,42,Ghathashi
2095,446,Ghatigaon
2096,272,Ghatiya
2097,108,Ghatkesar
2098,198,Ghat Kusumbha
2099,213,Ghatlodiya
2100,5,Ghatol
2101,295,Ghatshila
2102,80,Ghattu
2103,658,Ghaziabad
2104,659,Ghazipur
2105,448,Ghiror
2106,145,Ghoda Dongri
2107,440,Ghogha
2108,660,Ghoghamba
2109,172,Ghoghardiha
2110,344,Ghograpar (Pt)
2111,19,Ghorasahan
2112,628,Ghorawal
2113,661,Ghoshi
2114,662,Ghosi
2115,229,Ghoswari
2116,457,Ghughari
2117,411,Ghumarwin
2118,256,Ghuwara
2119,377,Giba Circle
2120,380,Gida
2121,262,Gidam
2122,197,Giddalur
2123,663,Gidderbaha
2124,373,Gidhaur
2125,533,Gidhaur
2126,664,Gingee
2127,446,Gird
2128,665,Gir Gadhda
2129,222,Giriak
2130,291,Giridih
2131,264,Girwa
2132,377,Gite Ripa Circle
2133,76,G.Konduru
2134,26,G.Madugula
2135,559,Goalpokhar - I
2136,559,Goalpokhar - II
2137,184,Gobichettipalayam
2138,66,Gobindpur
2139,286,Gobindpur
2140,226,Gobindpur
2141,31,Gobindpur(Rajnagar)
2142,8,GOBRA NAVAPARA
2143,323,Gochhapada
2144,392,Godda
2145,660,Godhra
2146,609,Gogamukh
2147,385,Gogaon
2148,192,Goghat - I
2149,192,Goghat - II
2150,86,Gogri
2151,264,Gogunda
2152,241,Goh
2153,225,Gohad
2154,647,Gohana
2155,267,Goharganj
2156,416,Gohparu
2157,479,Gohpur
2158,508,Goiliang Circle
2159,163,Goilkera
2160,230,Gokak
2161,168,Gokavaram
2162,555,Gola
2163,355,Gola
2164,487,Golaghat
2165,608,Gola Gokaran Nath
2166,37,Golakganj Pt
2167,480,Golamunda
2168,201,GOLANTHARA
2169,134,Golconda
2170,406,Gollapalli
2171,648,Gollaprolu
2172,295,Golmuri-Cum-Jugsalai
2173,159,Golugonda
2174,419,Gomia
2175,567,Gonda
2176,611,Gondal
2177,131,Gonda Twisa
2178,142,Gondiya
2179,329,Gondpipri
2180,33,Gonegandla
2181,350,Gool
2182,165,Gooty
2183,221,Gop
2184,296,Gopadbanas
2185,161,Gopalapatnam
2186,168,Gopalapuram
2187,302,Gopalganj
2188,114,Gopalpeta
2189,458,Gopalpur
2190,201,GOPALPUR
2191,233,Gopavaram
2192,472,Gopiballavpur - I
2193,472,Gopiballavpur - II
2194,629,Gopikandar
2195,92,Gora Bauram
2196,458,Goradih
2197,27,Gorakhpur
2198,355,Gorakhpur
2199,36,Gorantla
2200,426,Goraul
2201,142,Goregaon
2202,279,Goreswar (Pt)
2203,170,Goriakothi
2204,571,Goriwala ST
2205,225,Gormi
2206,488,Goroimari
2207,666,Gorubathan
2208,258,Gorumahisani
2209,384,Gosaba
2210,97,Gospadu
2211,292,Gossaigaon (Pt)
2212,645,Gotegaon
2213,542,GOVARDHAN
2214,636,Govindaraopet
2215,109,GOVINDGARH
2216,54,Govindpur
2217,506,Great Nicobar
2218,549,Gubbi
2219,569,Gudalur
2220,124,Gudari
2221,323,G.Udayagiri
2222,26,Gudem Kotha Veedhi
2223,477,Gudhagorji
2224,380,Gudha Malani
2225,36,Gudibanda
2226,281,Gudibanda
2227,30,GUDIHATNOOR
2228,304,Gudipala
2229,247,Gudivada
2230,157,Gudiyatham
2231,247,Gudlavalleru
2232,100,Gudluru
2233,163,Gudri
2234,304,Gudupalle
2235,404,Gudur
2236,33,Gudur
2237,318,Gudur
2238,247,Guduru
2239,553,Guhagar
2240,602,Guhla
2241,81,Guindy
2242,232,Gujiliamparai
2243,393,Gulabganj
2244,248,Gulana
2245,257,GULEDGUDDA
2246,87,Gumla
2247,139,Gummadidala
2248,165,Gummagatta
2249,326,Gummalakshmipuram
2250,245,Gummidipoondi
2251,325,Gumto Circle
2252,207,Guna
2253,207,Guna Nagar
2254,649,Gund
2255,99,Gundala
2256,23,Gundala
2257,200,Gunderdehi
2258,21,GundlaPally
2259,516,Gundlupet
2260,220,Gundna
2261,522,Gunnaur
2262,57,Gunnor
2263,165,Guntakal
2264,536,Guntur
2265,536,GUNTUR EAST
2266,124,Gunupur
2267,20,Gurandi
2268,120,Guraru
2269,113,Gurazala
2270,295,Gurbandha
2271,397,Gurdaspur
2272,58,Gurez
2273,276,Gurgaon
2274,667,Gurh
2275,259,Gurla
2276,481,Gurramkonda
2277,21,Gurrampode
2278,120,Gurua
2279,226,Gurudijhatia
2280,643,GURUHARSAHAI
2281,668,GURUMITKAL
2282,343,Gurundia
2283,200,Gurur
2284,170,Guthani
2285,250,Guwahati
2286,78,Gwalpara
2287,591,Gyalshing
2288,240,Gyanpur
2289,393,Gyaraspur
2290,337,Gyawe Purang Circle
2291,335,Habibpur
2292,138,Habra - I
2293,138,Habra - II
2294,669,Hadagalli
2295,196,Hadgaon
2296,670,Haflong
2297,669,Hagaribommanahalli
2298,638,Haidergarh
2299,476,Haidernagar
2300,89,Hailakandi
2301,58,Hajin
2302,412,Hajipur
2303,426,Hajipur
2304,488,Hajo
2305,33,Halaharvi
2306,424,Haldia
2307,568,Haldibari
2308,420,Haldwani
2309,180,Haliyal
2310,660,Halol
2311,362,Halsi
2312,671,Halvad
2313,217,Hameergarh
2314,383,Hamirpur
2315,383,Hamirpur
2316,228,Hanamkonda
2317,185,Handapa
2318,98,Handia
2319,673,Handiya
2320,626,Handwara
2321,504,Hangal
2322,674,Hangrang
2323,17,Hansi
2324,510,Hanskhali
2325,150,Hansot
2326,667,Hanumana
2327,422,Hanumangarh
2328,92,Hanumannagar
2329,197,Hanumanthuni Padu
2330,516,HANUR
2331,24,Hanwada
2332,675,Haochong
2333,607,Hapur
2334,669,Harapanahalli
2335,400,Harbhanga
2336,79,Harchakian
2337,673,Harda
2338,59,Hardibazar
2339,466,Hardoi
2340,425,Hardwar
2341,160,Harichandanpur
2342,527,Harihar
2343,476,Hariharganj
2344,410,Hariharpara
2345,520,Harij
2346,510,Haringhata
2347,192,Haripal
2348,79,Haripur
2349,572,Haripurdhar
2350,334,Harirampur
2351,335,Harischandrapur - I
2352,335,Harischandrapur - II
2353,676,Harisinga
2354,172,Harlakhi
2355,411,Harlog
2356,222,Harnaut
2357,138,Haroa
2358,528,HAROHALLI
2359,121,Haroli
2360,119,Harrai
2361,394,Harraiya
2362,276,Harsaru ST
2363,109,Harsauli
2364,19,Harsidhi
2365,677,Harsud
2366,606,Harur
2367,137,Hasanganj
2368,347,Hasanganj
2369,228,Hasanparthy
2370,155,Hasanpur
2371,456,Hasanpur
2372,170,Hasanpura
2373,22,Hasaud
2374,543,Haseran
2375,138,Hasnabad
2376,241,Haspura
2377,106,Hassan
2378,297,Hassanpur ST
2379,678,Hata
2380,163,Hat Gamharia
2381,297,Hathin
2382,139,Hathnoora
2383,679,Hathras
2384,302,Hathua
2385,343,Hatibari
2386,64,Hatkanangle
2387,443,Hatod
2388,290,Hatpiplya
2389,399,Hatta
2390,680,Hauz Khas
2391,132,Haveli
2392,314,Haveli
2393,96,Havelighanapur
2394,504,Haveri
2395,508,Hawai HQ
2396,92,Hayaghat
2397,7,Hayathnagar
2398,508,Hayuliang ADC
2399,374,Hazaribag
2400,303,HEBRI
2401,681,Heggadadevankote
2402,479,Helem
2403,343,Hemgir
2404,559,Hemtabad
2405,565,HENGLEP
2406,333,Herhanj
2407,366,Hermain
2408,334,Hilli
2409,222,Hilsa
2410,682,Himatnagar
2411,196,Himayatnagar
2412,134,Himayatnagar
2413,683,Hindaun
2414,327,Hindol
2415,501,Hindoli
2416,36,Hindupur
2417,138,Hingalganj
2418,210,Hinganghat
2419,447,Hingna
2420,237,Hingoli
2421,201,HINJILI
2422,54,Hirakud
2423,110,Hiramandalam
2424,348,Hiranagar
2425,152,Hiranpur
2426,351,Hirbandh
2427,504,Hirekerur
2428,515,Hiriyur
2429,17,Hisar
2430,66,Hisua
2431,684,Hnahthial
2432,297,Hodal
2433,620,Hojai
2434,33,Holagunda
2435,515,Holalkere
2436,106,Hole Narsipur
2437,429,Holi
2438,238,Homnabad
2439,180,Honavar
2440,527,Honnali
2441,597,Hosakote
2442,423,Hosanagara
2443,669,Hosapete
2444,685,Hosdurg
2445,515,Hosdurga
2446,251,Hoshangabad
2447,251,Hoshangabad nagar
2448,585,Hoshiarpur
2449,169,Hosur
2450,103,Hubballi
2451,103,HUBBALLI URBAN
2452,230,Hukeri
2453,26,Hukumpeta
2454,661,Hulasganj
2455,238,HULSOOR
2456,668,HUNASAGI
2457,257,Hungund
2458,581,Hunli SDO
2459,681,Hunsur
2460,11,Hunta
2461,208,Hura
2462,217,Hurda
2463,72,Husnabad
2464,476,Hussainabad
2465,170,Hussainganj
2466,417,Huzur
2467,667,Huzur
2468,548,Huzurabad
2469,166,Huzurnagar
2470,667,Huzur nagar
2471,76,Ibrahimpatnam
2472,406,Ibrahimpatnam
2473,7,Ibrahimpatnam
